"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"154",".@WSJ","just","declared","#bitcoin","is","back—we'll","be","talking","#cryptocurrency","next","week","at","the","#UVA","Investing","Conference:","https://t.co/DicrK3kNN1",NA,NA,NA
"155","“I","don’t","think","of","#diversity","as","an","academic","area","of","study","—","it’s","everything","you","do.","-","Dean","Scott","Beardsley:"
"156","@RunCrissieRun","@DardenMBA2017","No","better","way","to","celebrate!",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","WATCH:","Darth","Vader,","AKA","Dean","Scott","Beardsley,","hands","out","candy","on","the","#UVA","Lawn","w/family","(and","his","dog)","on","Halloween:"
"158","63","Ways","to","Be","More","#Innovative","at","Work,","from","Darden","Prof.","George","Barbee","in","@FortuneMagazine:","https://t.co/0v2YbPrFDl","https://t.co/gxm4lWTScs",NA,NA,NA
"159","Study","#marketing","analytics","w/Prof.","Raj","Venkatesan","in","our","latest","free","#MOOC","via","@coursera:","https://t.co/Vt6p8fSxvF","https://t.co/4HHqj49YvR",NA,NA,NA,NA,NA
"160","From","CMO","to","CEO—Prof.","@KimWhitler","sits","down","w/@thinkproducts","CEO","Michele","Kessler","(#MBA","'89):","https://t.co/GyUzBlZDKY","https://t.co/T9HaxidB85",NA,NA,NA,NA,NA
"161","13","Tips","From","#MBA","Students","On","How","To","Succeed","In","A","Top-Tier","Program","via","@Forbes","and","Prof.","@KimWhitler:","https://t.co/07kmBDdEJV",NA
"162","As","part","of","Darden","#Diversity","Week,","Prof.","Davidson","led","a","workshop","on","leveraging","differences","w/students","and","staff.","https://t.co/EJtKIigYRB",NA,NA
"163",".@HessCorporation","CEO","and","#UVA","#Investing","Conference","speaker","John","Hess","foresees","a","“slow","recovery","in","oil","price”:","https://t.co/uaQ9iUKDWC",NA,NA,NA
"164","@ashelyschneider","Yes!","You","can","watch","the","full","video","here:","https://t.co/OmglZbWj4C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","Enrich","others","to","enrich","yourself.","Read","Prof.","Fairchild's","message","at","#UVA","Fall","Convocation:","https://t.co/mXOxniwtjH","https://t.co/kVTw6VKNSd",NA,NA,NA,NA,NA
"166","How","to","lead","in","the","era","of","virtual","teams—new","#DardenIdeas","from","Prof.","June","West:","https://t.co/2ju43APNpe","#DardenIdeas","https://t.co/p5K4rod7Ba",NA,NA,NA
"167","How","to","land","a","board","#career","position:","tips","from","Darden","#MBA","alumni","&amp;","Dean","Scott","Beardsley:","https://t.co/iTf63u7Mgs","https://t.co/2kXKNNRYY5",NA,NA
"168","We've","officially","kicked","off","#Diversity","Week","at","Darden","#MBA!","Proud","to","celebrate","our","open","and","supportive","community.","https://t.co/4T18kwJnVe",NA,NA
"169","ICYMI:","Get","to","know","some","of","the","new","#faculty","faces","at","Darden","#MBA","via","@PoetsAndQuants:","https://t.co/rTpUaRZpeU","https://t.co/aIU0Wy7Xde",NA,NA,NA
"170","Thanks","to","J&amp;J","Global","Marketing","Dir.","@thefifthp","for","an","awesome","#brand","workshop","in","our","#Marketing","Conference","today!","https://t.co/SBnfhPe6Iq",NA,NA
"171","Looking","forward","to","hearing","Darden","Professor","Greg","Fairchild","speak","at","#UVA","Fall","Convocation","this","afternoon!","https://t.co/PiuBGwM55o",NA,NA,NA,NA
"172","Thrilled","to","have","speakers","from","@CampbellSoupCo,","@SeventhGen,","@ProcterGamble,","and","more","at","Darden","today","for","the","student","#marketing","conference.",NA,NA
"173","As","a","leader,","you're","doing","ethics","every","day.","Prof.","Andy","Wicks","on","#Volkswagen","+","business","ethics","in","@FortuneMagazine:","https://t.co/HytBvj9Qvw",NA
"174","In","honor","of","the","2015","#UVA","#Investing","Conference","next","month,","#tbt","to","when","Kyle","Bass","spoke","in","2012:","https://t.co/gtmoHCvY9y",NA
"175","Start","your","MBA","at","Darden","in","2017","with","help","from","our","partner","Forté.","#MBALaunch.","https://t.co/ljIRYHNFxM","https://t.co/zlhPlSpZvb",NA,NA,NA,NA
"176","The","one","#decisionmaking","question","executives","must","ask.","Prof.","Robert","Carraway","in","#DardenIdeas:","https://t.co/GYr2dpcC4u","https://t.co/F6ysygdwqM",NA,NA,NA,NA,NA,NA
"177","Meaningful","work","relationships","and","making","profits","are","not","mutually","exclusive.","#DardenIdeas","from","Prof.","@HessEdward:","https://t.co/ylBbcNMe7w",NA,NA,NA,NA,NA
"178","Darden","#EMBA","'14","alum","Sean","Gobin","speaks","about","his","@CNN","Hero","of","2015","nomination:","https://t.co/wouqTF9aUO","#CNNHeroes","https://t.co/jT8x9KtXx4",NA,NA,NA
"179","#WhyDarden:","We","have","a","network","of","over","15,000","#bschool","alumni","from","90","countries","across","six","continents.","https://t.co/TysdDbIBr7",NA,NA,NA
"180","#uvainvest15","keynote","speaker","Tom","Brown,","CEO","of","Second","Curve","Capital,","discusses","big","bank","earnings","in","@business:","https://t.co/kZCMo1CSrJ",NA,NA,NA
"181","Prof.","Elliott","Weiss","on","improving","10-hour","temple","wait","times","in","@washingtonpost","Case-in-Point:","https://t.co/JWYpjjIN3U","https://t.co/sVymYy9HuT",NA,NA,NA,NA,NA,NA
"182","Indecisive","about","#bschool?","Learn","about","Darden's","dual-degree","options","from","#MBA","Admissions","Assistant","Dean","@SaraNeher:","https://t.co/VLYVT4BX5Y",NA,NA,NA,NA,NA
"183","From","#CMO","to","#CEO—Prof.","@KimWhitler","shares","her","advice","on","making","the","jump","with","@Forbes:","https://t.co/btSIgNJ8Yt",NA,NA,NA,NA,NA
"184","WATCH:","@IBiS_Darden","Executive","Dir.","@D_Krehmeyer","talks","trust","&amp;","#business","growth","w/@The_C_G_E:","http://t.co/oUh4Y92jIv","http://t.co/4eiHbqsJ9i",NA,NA,NA,NA,NA,NA,NA
"185","Darden","#MBA","alum","Rahul","Kapur","has","joined","@ZRGPartners","as","Managing","Director.","Congrats,","@bkgpmtsrck!","Read","more:","http://t.co/VCOZ3FWjmF",NA,NA,NA,NA
"186",".@GovernorVA","joined","#tech","innovators","from","#UVA","and","#Charlottesville","at","the","@iLabatUVA:","http://t.co/2eKDTl1a0H","http://t.co/gsynpDxTkP",NA,NA,NA,NA,NA,NA,NA
"187","Early","bird","rates","for","the","#UVA","#Investing","Conference","end","next","week!","Register","today","to","join","us","on","Nov.","12-13:","http://t.co/geR25uonJq"
"188","Top","companies,","take","notice:","our","first-year","#MBA","student","resume","book","has","just","been","released","to","employers","around","the","world.",NA
"189","A","big","congrats","to","#Darden","#MBA","students","for","winning","both","the","@amazon","AND","@EJGalloWinery","case","competitions","last","week!","http://t.co/ZIWhA4ctCk",NA
"190","Get","to","know","Darden","#MBA","Dean","Scott","Beardsley","in","the","Financial","Times:","http://t.co/nFb9SBqEZ8","@ftbized","http://t.co/PW42VapQAy",NA,NA,NA,NA,NA
"191","VA","Gov.","Terry","McAuliffe","kicks","off","the","Tech","Tober","Roundtable","at","@iLabAtUVA","w/leaders","from","#UVA,","@HackCville,","&amp;","more.","http://t.co/WUmkpB5MHi",NA
"192","“It’s","intensive.","It’s","inspiring.","It’s","life","changing.","Dean","Beardsley","on","Darden's","#1","&amp;","#2","#Economist","#MBA","rankings:","http://t.co/cftXWW7Jkp",NA,NA
"193","Darden","is","ranked","the","#1","Educational","Experience","&amp;","#2","Overall","#MBA","Program","in","the","world","in","2015","by","@EconWhichMBA!","http://t.co/BuWxFcALno"
"194","The","2015","@TheEconomist","Full-Time","#MBA","Program","rankings","come","out","this","afternoon—stay","tuned","to","find","out","where","#Darden","ranked","this","year!"
"195","Get","to","know","some","of","the","new","faculty","faces","at","Darden","#MBA","via","@PoetsandQuants:","http://t.co/oQzcQEiOeB","http://t.co/FkteiGxlT0",NA,NA,NA,NA
"196","2015","#UVA","#Investing","Conference","keynote","speaker","&amp;","TIAA-CREF","CEO","Roger","Ferguson","offers","#retirement","tips","in","Bloomberg:","http://t.co/pPZBcGuQeN",NA,NA,NA
"197","How","to","lead","in","the","era","of","virtual","teams—new","#DardenIdeas","from","Prof.","June","West:","http://t.co/2ju43APNpe","#DardenIdeas","http://t.co/QCsRrTZQ3K",NA,NA,NA
"198","Thanks","to","the","students,","alumni,","&amp;","companies","who","met","with","us","during","the","@NSHMBA","&amp;","@ReachingOutMBA","conferences","in","#Chicago","over"
"199","Why","the","traditional","#MBA","grad","is","a","thing","of","the","past—and","what","top","#bschools","look","for","in","applicants","today","via"
"200","Prof.","Francis","Warnock","&amp;","@BattenInstitute","fellow","Veronica","Warnock's","study","on","foreign","bonds","noted","in","@TheEconomist:","http://t.co/32qzrhBR8H",NA,NA,NA,NA
"201","90+","#Darden","volunteers","rolled","up","their","sleeves","on","Saturday","to","support","the","#Charlottesville","community","w/@BGFCville.","http://t.co/utiY6HTX9V",NA,NA,NA,NA
"202","@USNavy","vet","Mike","Sturm","(#MBA","'16)","spoke","at","our","#Military","Open","House.","More","on","vets","at","Darden:","http://t.co/rB3WQJfnoV","http://t.co/qBlySIoGhu",NA
"203","The","product","launch","is","dead.","New","#DardenIdeas","from","Prof.","Raul","Chao:","http://t.co/DwaffoIdjZ","#entrepreneurship","http://t.co/WoeyR9Ctqk",NA,NA,NA,NA,NA,NA
"204","We're","honored","to","host","prospective","students","on","Grounds","today","for","our","#Military","#MBA","Open","House!",NA,NA,NA,NA,NA
"205","Designers","have","a","special","way","of","looking","at","problems.","Prof.","Liedkta","on","#designthinking:","http://t.co/Pbqe5opapn","#UVA","http://t.co/ehEZNYnADp",NA,NA,NA,NA
"206","The","key","to","#engineering","success?","People.","#DardenIdeas","from","Prof.","Ed","Hess","in","@washingtonpost:","http://t.co/90BXQU1IXp","http://t.co/dGCNC03RdL",NA,NA,NA,NA,NA
"207",".@IBiS_M2F","spoke","to","prospective","#MBA","students","in","today's","#WomenInBusiness","Open","House.","Thanks","to","all","who","came!","#GWIB","http://t.co/mC5lfgrywh",NA,NA
"208","As","always,","it's","a","pleasure","to","have","@BCG","visiting","the","grounds","and","connecting","with","#Darden","#MBA","students","today!",NA,NA
"209","Proud","to","see","#Darden","#MBA","grad","&amp;","@RelishMBA","founder","Sarah","Rumbaugh","on","this","list","of","DC's","top","CEOs.","#womeninbusiness","https://t.co/wSdHpCuYKt"
"210","When","it","comes","to","organizational","#strategy,","execution","is","what","matters.","Learn","why:","http://t.co/O7rvHXV1WB","#DardenIdeas","http://t.co/ONwaxKRpzl",NA,NA,NA,NA,NA
"211","We're","thrilled","to","have","Johnson","&amp;","Johnson","Chief","Program","Management","Officer","Andrew","Ekdahl","talking","#leadership","at","#Darden","#MBA","today!","@JNJNews"
"212","Excited","to","be","welcoming","all","our","guests","to","today's","Open","House!","http://t.co/CIojG1QX5o","#womeninbusiness","#MBA","#VisitDarden",NA,NA,NA,NA,NA
"213","Study","#strategy","online","with","@Prof_Lenox,","recently","named","a","top","100","#entrepreneurship","prof:","http://t.co/GSsScEsCvM","#MBA","http://t.co/2dKsM5FwZl",NA,NA,NA,NA,NA
"214","Meet","alumni","&amp;","learn","about","the","#Darden","#MBA","at","our","admissions","&amp;","alumni","receptions","in","#Texas","next","week!","Register","here:"
"215","On","@Forbes:","Darden's","@BattenInstitute","#iLab","gives","3","rejected","#entrepreneurs","a","new","chance:","http://t.co/JS9wsvyv3r","http://t.co/gLNWFVtvYy",NA,NA,NA,NA,NA,NA
"216","Get","Darden","faculty's","take","on","why","the","#ChinaMeltdown","happened","in","the","new","#IdeastoAction","post:","http://t.co/ZCKYgZ51Hu","http://t.co/9Sgssp5OZg",NA,NA,NA,NA
"217","#Darden","#MBA's","own","Ed","Freeman","was","named","a","top","100","#entrepreneurship","prof","by","@HottopicsHT!","http://t.co/usrmOzCzMW","http://t.co/Uecy5jUf9l",NA,NA,NA,NA
"218","Considering","an","MBA?","@DardenExecEd","introduces","Darden","Business","Institute,","offering","a","glimpse","of","b-school","in","8-weeks.","http://t.co/PfdZ0CoPp7",NA,NA,NA,NA
"219","Meet","the","Class","of","2017!","Thanks","for","the","great","profile","@PoetsAndQuants:","http://t.co/LmyxBJCNT5",NA,NA,NA,NA,NA,NA,NA,NA
"220","4","Questions","You","Need","to","Ask","Yourself","Before","You","Apply","to","Business","School","http://t.co/HrIIdzm6g3","#MBA","#bschool","http://t.co/YEvkwoPQ2p",NA,NA,NA
"221","1,000+","#Darden","&amp;","@UVA","employees","supported","the","#Charlottesville","community","during","@UnitedWay's","#DayofCaring","yesterday!","http://t.co/EF6jI7h39B",NA,NA,NA,NA,NA,NA
"222","Read","how","a","#Darden","happy","hour","led","to","a","CEO-guided","tour","of","the","@Porsche","Experience","Center:","http://t.co/Z0seBk4y4y","http://t.co/PlGMjUOZ4n",NA,NA
"223","Register","today","for","one","of","our","#MBA","Admissions","&amp;","Alumni","Receptions","in","#SanAntonio,","#Houston,","or","#Dallas","next","week:","http://t.co/5s4Gduynuj",NA
"224","Read","2","ways","we","can","further","capital","control","measures","via","Prof","Warnock","in","new","#DardenIdeas","post:","http://t.co/yvx0liDwep","http://t.co/JGQ6KL31v5",NA,NA
"225","Welcome","to","the","companies","at","#Darden","#MBA","today:","@Chevron,","@Deloitte,","@EverestGroup,","","@GM,","@Microsoft,","@jpmorgan,","@ProphetBrand,","and","more!",NA,NA
"226","Our","#GEMBA","students","didn't","let","rain","ruin","their","#Paris","visit!","See","more","photos","from","their","trip:","http://t.co/ngmQN1MyWa","http://t.co/SENGH5r5SM",NA,NA
"227","#Darden","admissions","is","in","#Texas!","Talk","to","us","TONIGHT","in","#Houston","or","at","our","events","in","#Dallas","&amp;","#Austin.","Register"
"228","ICYMI,","the","GWIB","club","at","#Darden","hosted","their","annual","#womeninbusiness","conference","last","week.","Hear","more","about","the","event:","http://t.co/g5sQB3qIEg",NA
"229","Launches","tomorrow","online,","on-demand:","Business","Strategy","Specialization","with","@Prof_Lenox","and","Prof","Harris","https://t.co/ZGNP0yMKev","@coursera",NA,NA,NA,NA,NA,NA
