"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"172","How","exposed","are","we","to","troubles","in","emerging","markets?","To","find","out,","join","us","for","#BoothEO16","https://t.co/3q7HAiIeph","https://t.co/S5bAYPPRu9",NA,NA
"173","Drew","Thomas,","'16,","shares","voices","of","the","#AFG","on","their","service","and","similarities","between","the","military","&amp;","#ChicagoBooth.","https://t.co/XxxCyxuUVG",NA
"174","Find","out","how","Jeff","Nelson,","'14,","CEO","of","@OneGoalGraduate","make","@CrainsChicago's","40","Under","40","list.","https://t.co/O8KLJMQzBH",NA,NA,NA,NA
"175","Joel","Ayee,","MBA","'16,","applies","his","Booth","studies","to","address","Uganda's","urgent","healthcare","as","a","part","of","@FT","#MBA","Challenge"
"176",".@BoothCapIdeas","explores","how","the","'future","you'","can","help","you","be","wealthier,","healthier,","and","more","generous","in","the","present","https://t.co/YmcXEXxOjO",NA
"177","#DidYouKnow","Prof","Guerrieri","won","the","the","European","Union","2015","Bernácer","Prize?","https://t.co/vi9kb0MvMf","https://t.co/vNhRg9lBGv",NA,NA,NA,NA,NA,NA,NA
"178","Impatience","&amp;","procrastination:","Prof","@zingales,","Ernesto","Reuben,","&amp;","Paola","Sapienza","find","a","connection","https://t.co/B3ZSoiNjMF","via","@BoothCapIdeas",NA,NA,NA,NA
"179","Professor","@R_Thaler","on","the","key","to","#retirement","savings","and","avoiding","401(k)","mistakes","https://t.co/dVa7WAtY8e","via","@WSJ",NA,NA,NA,NA,NA
"180","Joel","Ayee,","MBA","'16,","applies","his","Booth","studies","to","address","Uganda's","urgent","healthcare","as","a","part","of","@FT","#MBA","Challenge"
"181","First","place","#SNVC","team,","@BallotReady,","among","@Inc's","7","startups","that","could","bring","election","day","into","the","21st","century","https://t.co/De3zVnECjt",NA
"182","How","exposed","are","we","to","troubles","in","emerging","markets?","To","find","out,","join","us","for","#BoothEO16","https://t.co/sbbnpGq6Kk","https://t.co/RbLv8pQ1mn",NA,NA
"183",".@R_Thaler","on","the","power","of","good","and","bad","nudges","https://t.co/Xxi9sOrDim","","","via","@UpshotNYT",NA,NA,NA,NA,NA,NA
"184","Slow","Thinking","can","cut","violent","crime","by","30","to","50%.","On","@WBEZmorning","@ChicagoBooth","Prof.","Anuj","Shah","explains","how.","https://t.co/8EiGA1jVNK",NA
"185","Join","us","for","the","Intersection","of","Arts","and","Business","by","the","Chicago","Booth","Alumni","Club","of","the","UK","https://t.co/dWo18AnJhG","https://t.co/hF2en1C2Zd"
"186","On","@WBEZmorning","at","9","a.m.","hear","@ChicagoBooth","Prof.","Anuj","Shah","discuss","how","slow","thinking","can","prevent","youth","violence.",NA,NA
"187",".@ProfSufi","takes","one","of","4","#ChicagoBooth","spots","on","@crainschicago","40","Under","40","2015","https://t.co/bcDzgO3kCW",NA,NA,NA,NA,NA,NA
"188",".@GetBase,","co-founded","by","Uzi","Shmilovici,","'11,","receives","another","$30M","to","take","on","#Salesforce","https://t.co/ZaL2pRB6LK","","via","@FortuneMagazine",NA,NA,NA
"189",".@boothcapideas","explores","how","the","'future","you'","can","help","you","be","wealthier,","healthier,","and","more","generous","in","the","present","https://t.co/YmcXEXxOjO",NA
"190","Trust","your","gut,","but","verify","it","in","the","data.","Bob","Mariano,","'87,","talks","about","his","life","as","a","merchant","https://t.co/2YYg0EVBmk"
"191","Can","you","tell","when","someone","is","lying","to","you?","https://t.co/STv4WKF7og","via","@BoothCapIdeas",NA,NA,NA,NA,NA,NA,NA,NA
"192","How","is","it","that","people","can","believe","something","that","they","know","is","not","true?","Jane","Risen","and","@davenuss79","on","#superstition"
"193","How","prof","Mark","Tebbe's","Entrepreneurial","Discovery","course","helps","students","find","the","right","solutions","to","real-world","needs","https://t.co/oDywUpd3ZB",NA,NA,NA
"194","Study","by","professor","Nicholas","Epley","explores","why","you","don’t","understand","people","as","well","as","you","think","https://t.co/ocsgoEZHot","via","@ihubradio",NA
"195","From","fraud","to","predictable","results:","@asymmetricinfo,","’01,","explores","social","priming","and","why","we","fall","for","bogus","research","https://t.co/hGOyrZoTee",NA,NA
"196","Join","us","for","the","Intersection","of","Arts","and","Business","by","the","Chicago","Booth","Alumni","Club","of","the","UK","https://t.co/dWo18AnJhG",NA
"197","How","are","Chicago's","'Shark","Tank'","alumni","doing","now?","@chicagotribune","gives","an","update","on","Booth","startup","@LuminAIDLab","https://t.co/uY5Xt4K6zG",NA,NA,NA
"198","Alumni","share","insights","on","how","they","navigate","the","complex","business","of","funding","projects","in","multiple","energy","markets.","https://t.co/voPQ2e8e9m",NA,NA
"199","#ChicagoBooth","team","wins","the","Ross","School","of","Business","stock","pitch","competition","for","the","second","year","in","a","row","https://t.co/Bb8NICvRKm","via"
"200","Professor","Mark","Tebbe's","Entrepreneurial","Discovery","course","helps","students","find","the","right","solutions","to","real-world","needs","https://t.co/oDywUpd3ZB",NA,NA,NA,NA
"201","#ChicagoNVC","finalist,","VirtualKey","says","automated","entry","is","the","key","to","renters","lodging","challenges","https://t.co/bqILWJyFB8","via","@CrainsChicago",NA,NA,NA,NA
"202","Professor","Abigail","Sussman","explores","the","hidden","reasons","people","spend","too","much","https://t.co/RbCfnjtwtp","via","@WSJ",NA,NA,NA,NA,NA,NA
"203","At","Booth,","there’s","always","the","question:","Does","the","data","exist","and","can","I","get","it?","Drew","Davis,","'14","on","data"
"204","How","are","Chicago's","'Shark","Tank'","alumni","doing","now?","@chicagotribune","gives","an","update","on","Booth","startup","@LuminAIDLabhttp://oak.ctx.ly/r/3zml8",NA,NA,NA,NA
"205","Professor","@zingales","on","the","factors","holding","back","U.S.","growth","and","the","global","growth","of","populist","politics","https://t.co/2kJigms4bv","via","@business",NA
"206","Blame","Costco,","not","Amazon,","for","the","death","of","your","local","Sears","https://t.co/H3sqKSMzAt","via","@BoothCapIdeas",NA,NA,NA,NA,NA,NA
"207","A","look","at","how","Ryan","Wagner,","’12,","is","making","gains","for","entrepreneurs","in","developing","economies","https://t.co/oFy9X6qHyE",NA,NA,NA,NA
"208","#ChicagoBooth","team","wins","the","Ross","School","of","Business","stock","pitch","competition","for","the","second","year","in","a","row","https://t.co/Bb8NICvRKm","via"
"209","Congrats","to","Rahier","Rahman,","'05,","for","making","@CrainsChicago's","40","Under","40.","Find","out","how","he","did","it.","https://t.co/3tSX02E5sw",NA,NA
"210",".@Grubhub","co-founder","and","CEO,","@m3aloney,","'10,","on","the","introduction","of","a","free","#AppleTV","app.","https://t.co/RxfBgNVoQZ","","","via","@ChicagoBlueSky",NA
"211","Anatomy","of","a","scandal","–","How","the","Volkswagen","episode","unfolded","on","#Twitter","","https://t.co/B0aAObpLFb","#BoothMKTG",NA,NA,NA,NA,NA
"212","How","prof","Mark","Tebbe's","Entrepreneurial","Discovery","course","helps","students","find","the","right","solutions","to","real-world","needs","https://t.co/oDywUpd3ZB",NA,NA,NA
"213","Jim","Cahn,","'09,","gives","advice","on","choosing","the","portfolio","you","need","versus","being","sold","the","portfolio","you","want","https://t.co/InvbyMd1RC",""
"214",".@GetBase,","co-founded","by","Uzi","Shmilovici,","'11,","receives","another","$30M","to","take","on","#Salesforce","https://t.co/ZaL2pRB6LK","via","@FortuneMagazine",NA,NA,NA,NA
"215","Professor","@zingales","explores","integrity","of","research","when","certain","incentives","are","involved.","https://t.co/vzGtnCuyVu","via","@nytimes",NA,NA,NA,NA,NA,NA
"216","Can","you","tell","when","someone","is","lying","to","you?","https://t.co/rgwNHQjv09","","via","@BoothCapIdeas",NA,NA,NA,NA,NA,NA,NA
"217","All","Chicago","Booth","activities","and","classes","tomorrow","at","Gleacher","Center,","455","N.","Cityfront","Plaza","in","addition","to","Harper","Center","have"
"218","Monday","classes","and","activities","at","@UChicago","Hyde","Park","Campus","canceled","due","to","threat.","More","info:","https://t.co/SHcvoj6zJK",NA,NA,NA,NA
"219","#DidYouKnow","Pat","Basu,","'05,","was","named","@WhiteHouse","Fellow","in","2010","for","his","insights","and","contributions","in","healthcare?","https://t.co/E1LaLrTiI1",NA,NA
"220","How","is","it","that","people","can","believe","something","that","they","know","is","not","true?","Jane","Risen","and","@davenuss79","on","#superstition"
"221","Banks","should","examine","how","interest","rates","affect","rich","and","poor","consumer","behavior","says","@profsufi","via","@business","https://t.co/X4T62qTeXm",NA,NA,NA
"222","Prof","Chintagunta","explains","Flipkart,","Snapdeal","and","Indian","e-commerce","as","viewed","through","the","lens","of","#Twitter","https://t.co/B0bfJDccUk","#BoothMKTG",NA,NA,NA
"223",".@satyanadella,","'97","talks","about","empathy","and","hard-won","hard","skills","with","dean","Sunil","Kumar.","https://t.co/vyPoM3cqWN",NA,NA,NA,NA,NA,NA
"224","Fertility","is","linked","to","racism?","Not","so","fast","https://t.co/Rk2k6MJ58A","","via","@BoothCapIdeas",NA,NA,NA,NA,NA,NA,NA,NA
"225","Join","us","for","the","Intersection","of","Arts","and","Business","by","the","Chicago","Booth","Alumni","Club","of","the","UK","https://t.co/dWo18AnJhG","https://t.co/02QJM6l10A"
"226",".@asymmetricinfo,","'01,","on","science","that","isn’t","politicized","and","why","some","findings","can’t","be","replicated","https://t.co/kQ5epf7Zec","","","via","@bv",NA
"227","#ChicagoNVC","finalist,","VirtualKey","says","automated","entry","is","the","key","to","renters","lodging","challenges","https://t.co/bqILWJyFB8","","via","@CrainsChicago",NA,NA,NA
"228","Professor","Abigail","Sussman","explores","the","hidden","reasons","people","spend","too","much","https://t.co/RbCfnjtwtp","","via","@WSJ",NA,NA,NA,NA,NA
"229","How","the","#ChicagoNVC","has","helped","turn","student","start-ups","into","thriving","companies","https://t.co/OXdVT6ng9s",NA,NA,NA,NA,NA,NA,NA,NA
"230",".@R_Thaler","on","the","power","of","good","and","bad","nudges","https://t.co/Xxi9sOrDim","","via","@UpshotNYT",NA,NA,NA,NA,NA,NA,NA
"231","Why","frequent","job","hopping","can","harm","your","employment","prospects","https://t.co/55SEOsuGYu","via","@boothcapideas",NA,NA,NA,NA,NA,NA,NA,NA
"232",".@profsufi","takes","one","of","four","#ChicagoBooth","spots","on","this","years","@CrainsChicago","40","Under","40","https://t.co/m293UnYyUQ",NA,NA,NA,NA,NA
"233","Is","the","#BlackFriday","rush","starting","to","fade?","Professor","Pradeep","Chintagunta","weighs","in.","https://t.co/0yHYgw6CJH","via","@Marketplace","@AU_Marketplace",NA,NA,NA,NA
"234","Professor","@zingales","on","the","factors","holding","back","U.S.","growth","and","the","global","growth","of","populist","politics","https://t.co/9Mmha7HhO3",NA,NA,NA
"235","Blame","Costco,","not","Amazon,","for","the","death","of","your","local","Sears","https://t.co/H3sqKSMzAt","","via","@BoothCapIdeas",NA,NA,NA,NA,NA
"236",".@ChapinCoffee","takes","on","social","impact","by","connecting","consumers","with","the","local","issues,","art,","and","culture","of","Guatemala","https://t.co/rTGzOh20h3",NA,NA
"237","#ChicagoBooth","team","wins","the","Ross","School","of","Business","stock","pitch","competition","for","the","second","year","in","a","row","https://t.co/Bb8NICvRKm","via"
"238","How","are","Chicago's","'Shark","Tank'","alumni","doing","now?","@chicagotribune","gives","an","update","on","Booth","startup","@LuminAIDLab","https://t.co/uY5Xt4K6zG",NA,NA,NA
"239","Alumni","share","insights","on","how","they","navigate","the","complex","business","of","funding","projects","in","multiple","energy","markets.","https://t.co/voPQ2e8e9m",NA,NA
"240",".@profsufi","takes","one","of","four","#ChicagoBooth","spots","on","this","years","@CrainsChicago","40","Under","40","https://t.co/ofUNgd1W8w",NA,NA,NA,NA,NA
"241","Is","the","#BlackFriday","rush","starting","to","fade?","Professor","Pradeep","Chintagunta","weighs","in.","https://t.co/45owCYV0xv","via","@Marketplace","@AU_Marketplace",NA,NA,NA,NA
"242","Are","you","looking","at","me?","@BoothCapIdeas","explores","why","companies","like","to","turn","products","into","people","https://t.co/s94VJeVFdM",NA,NA,NA,NA
"243","Professor","James","Schrager","on","the","real-world","test","your","startup","needs","to","raise","money","https://t.co/P32tD4iNLs",NA,NA,NA,NA,NA,NA
"244",".@BoothCapIdeas","takes","a","look","at","what","economists","think","about","the","Affordable","Care","Act","https://t.co/uZJ5tnp0zB",NA,NA,NA,NA,NA,NA
"245","Join","us","for","the","Intersection","of","Arts","and","Business","by","the","Chicago","Booth","Alumni","Club","of","the","UK","https://t.co/QlvH67qoko","https://t.co/ggnAHpwvRl"
"246","Happy","#Thanksgiving,","from","#ChicagoBooth.","https://t.co/2XdaPjdQEW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247","From","fraud","to","predictable","results:","@asymmetricinfo,","’01,","explores","social","priming","and","why","we","fall","for","bogus","research","https://t.co/hGOyrZoTee",NA,NA
"248","A","#ChicagoBooth","team","wins","the","Ross","School","of","Business","stock","pitch","competition","for","the","2nd","year","in","a","row","https://t.co/XkBCioAofn"
"249","Abigail","Sussman","weighs","in","on","when","to","cut","yourself","some","slack","on","saving","https://t.co/rMblHgdGJl","","","","via","@Money",NA
"250","Study","by","professor","Nicholas","Epley","explores","why","you","don’t","understand","people","as","well","as","you","think","https://t.co/ocsgoEZHot","via","@ihubradio",NA
"251","First","place","#SNVC","team,","BallotReady,","among","@Inc's","7","startups","that","could","bring","election","day","into","the","21st","century","https://t.co/De3zVnECjt",NA
"252","Professor","Sanjay","K.","Dhar","provides","students","with","a","tool","kit","for","dissecting","business","problems","https://t.co/aEAHdmMyU2","https://t.co/IYEPcSIeka",NA,NA,NA,NA
"253","Can","you","tell","when","someone","is","lying","to","you?","https://t.co/rgwNHQjv09","via","@BoothCapIdeas",NA,NA,NA,NA,NA,NA,NA,NA
"254",".@R_Thaler","on","the","power","of","good","and","bad","nudges","https://t.co/Xxi9sOrDim","via","@UpshotNYT",NA,NA,NA,NA,NA,NA,NA,NA
"255",".@GetBase,","co-founded","by","Uzi","Shmilovici,","'11,","receives","another","$30M","to","take","on","#Salesforce","https://t.co/ZaL2pRB6LK","","","","","via","@FortuneMagazine"
"256","How","did","@TheBoothExp","blogger","Emily","make","her","way","to","Booth?","Read","her","latest","blog»","","https://t.co/j3qPle93NL",NA,NA,NA,NA
"257","Happy","Thanksgiving,","from","our","table","to","yours.","https://t.co/sPQZf3iG6d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258",".@asymmetricinfo,","'01,","on","science","that","isn’t","politicized","and","why","some","findings","can’t","be","replicated","https://t.co/kQ5epf7Zec","","via","@bv",NA,NA
"259","How","the","#ChicagoNVC","has","helped","turn","student","start-ups","into","thriving","companies","https://t.co/OXdVT6ng9s",NA,NA,NA,NA,NA,NA,NA,NA
"260","Happy","Thanksgiving,","from","our","table","to","yours.","https://t.co/cesqfgquM3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261","Are","you","convinced?","Current","student,","@RyanBormet,","weighs","in","on","the","voice","of","selling","and","influencing.","https://t.co/iAhmvpH0Ot",NA,NA,NA,NA
"262","Jim","Cahn,","'09,","gives","advice","on","choosing","the","portfolio","you","need","versus","being","sold","the","portfolio","you","want","https://t.co/InvbyMd1RC","via"
"263","Professor","Linda","E.","Ginzel","shares","6","secrets","your","boss","doesn't","want","you","to","know","about","negotiation","https://t.co/K6TGKHAZfx","","",""
"264","Nimesh","Patel,","'03,","on","overcoming","technology","challenges","and","the","Chicago","startup","community.","https://t.co/17sCiZ7UGg","","","","via","@BuiltInChicago",NA,NA
"265","Professor","Abigail","Sussman","explores","the","hidden","reasons","people","spend","too","much","https://t.co/RbCfnjtwtp","via","@WSJ",NA,NA,NA,NA,NA,NA
"266","Blame","Costco,","not","Amazon,","for","the","death","of","your","local","Sears","https://t.co/H3sqKSMzAt","via","@BoothCapIdeas",NA,NA,NA,NA,NA,NA
"267","Professor","@zingales","on","the","factors","holding","back","U.S.","growth","and","the","global","growth","of","populist","politics","https://t.co/9Mmha7HhO3",NA,NA,NA
"268","How","are","Chicago's","'Shark","Tank'","alumni","doing","now?","@chicagotribune","gives","an","update","on","Booth","startup","@LuminAIDLab","https://t.co/uY5Xt4K6zG",NA,NA,NA
"269","At","Booth,","there’s","always","the","question:","Does","the","data","exist","and","can","I","get","it?","Drew","Davis,","'14","on","data"
"270","#ChicagoNVC","finalist,","VirtualKey","says","automated","entry","is","the","key","to","","","renters","lodging","challenges","https://t.co/bEjMItUaVu","via","@CrainsChicago",NA,NA
"271",".@satyanadella,","'97","talks","about","empathy","and","hard-won","hard","skills","with","dean","Sunil","Kumar.","https://t.co/vyPoM3cqWN",NA,NA,NA,NA,NA,NA
"272","A","look","at","how","Ryan","Wagner,","’12,","is","making","gains","for","entrepreneurs","in","developing","economies","https://t.co/oFy9X6qHyE",NA,NA,NA,NA
"273","Why","frequent","job","hopping","can","harm","your","employment","prospects","https://t.co/55SEOsuGYu","","via","@boothcapideas",NA,NA,NA,NA,NA,NA,NA
"274","Does","finance","benefit","society?","Professor","@zingales","weighs","in.","https://t.co/EfYk4iw1ln","","","via","@boothcapideas",NA,NA,NA,NA,NA,NA,NA
"275","How","is","it","that","people","can","believe","something","that","they","know","is","not","true?","Jane","Risen","and","@davenuss79","on","#superstition"
"276",".@R_Thaler","on","the","power","of","good","and","bad","nudges","https://t.co/Xxi9sOrDim","via","@UpshotNYT",NA,NA,NA,NA,NA,NA,NA,NA
"277","Abigail","Sussman","explains","how","acting","too","responsibly","with","our","savings","can","cost","us.","https://t.co/2BPRZuOD8I","via","@Marketplace",NA,NA,NA,NA
"278","How","the","#ChicagoNVC","has","helped","turn","student","start-ups","into","thriving","companies","https://t.co/OXdVT6ng9s",NA,NA,NA,NA,NA,NA,NA,NA
"279","Why","frequent","job","hopping","can","harm","your","employment","prospects","https://t.co/55SEOsuGYu","","via","@boothcapideas",NA,NA,NA,NA,NA,NA,NA
"280","Professor","@zingales","on","the","factors","holding","back","U.S.","growth","and","the","global","growth","of","populist","politics","https://t.co/2kJigmasMV","via","@business",NA
"281","Blame","Costco,","not","Amazon,","for","the","death","of","your","local","Sears","https://t.co/H3sqKSMzAt","via","@BoothCapIdeas",NA,NA,NA,NA,NA,NA
"282","How","are","Chicago's","'Shark","Tank'","alumni","doing","now?","@chicagotribune","gives","an","update","on","Booth","startup","@LuminAIDLabhttp://oak.ctx.ly/r/3zml8",NA,NA,NA,NA
"283","At","Booth,","there’s","always","the","question:","Does","the","data","exist","and","can","I","get","it?","Drew","Davis,","'14","on","data"
"284","Professor","Abigail","Sussman","explores","the","hidden","reasons","people","spend","too","much","https://t.co/RbCfnjtwtp","via","@WSJ",NA,NA,NA,NA,NA,NA
"285","Banks","should","examine","how","interest","rates","affect","rich","and","poor","consumer","behavior","says","@profsufi","via","@business","https://t.co/X4T62qTeXm",NA,NA,NA
"286","Assistant","professor","Abigail","Sussman","studies","healthy","finances","and","the","downside","of","being","a","super","saver.","https://t.co/fPRWgFFJQa","","via","@MONEY",NA
"287","Nimesh","Patel,","'03,","on","overcoming","technology","challenges","and","the","Chicago","startup","community.","https://t.co/17sCiZ7UGg","","","via","@BuiltInChicago",NA,NA,NA
"288","#ChicagoNVC","finalist,","VirtualKey","says","automated","entry","is","the","key","to","renters","lodging","challenges","https://t.co/bqILWJyFB8","via","@CrainsChicago",NA,NA,NA,NA
"289","Why","frequent","job","hopping","can","harm","your","employment","prospects","https://t.co/55SEOsuGYu","","via","@boothcapideas",NA,NA,NA,NA,NA,NA,NA
"290","How","the","#ChicagoNVC","has","helped","turn","student","start-ups","into","thriving","companies","https://t.co/OXdVT6ng9s",NA,NA,NA,NA,NA,NA,NA,NA
"291","Sergio","Chalbaud,","‘05,","explains","advantages","of","smartphone","apps","on","your","savings","and","money","management","https://t.co/U9TyLnFPo9","via","@bizjournals",NA,NA,NA
"292","#DidYouKnow","that","in","1943,","Chicago","Booth","offered","the","first","MBA","program","for","experienced","managers,","creating","the","@BoothExecMBA?",NA,NA,NA
"293","Chandra","Greer,","'90,","shares","her","love","for","sneakers","and","dresses,","Todd","Rundgren,","and","the","Nebraska","State","Capitol","Building","https://t.co/ETTsyt75AP",NA
"294",".@ChapinCoffee","takes","on","social","impact","by","connecting","consumers","with","the","local","issues,","art,","and","culture","of","Guatemala","https://t.co/rTGzOh20h3",NA,NA
"295","Alumni","explore","challenges","and","econ","potential","of","Medellín","after","being","haven","for","drug","cartels","https://t.co/klewrdtboU","https://t.co/WM9tFmAlRa",NA,NA,NA,NA
"296",".@asymmetricinfo,","'01,","on","science","that","isn’t","politicized","and","why","some","findings","can’t","be","replicated","https://t.co/kQ5epf7Zec","","via","@bv",NA,NA
"297",".@CedarCapital","bringing","private","equity,","venture","capital,","and","investing","to","the","masses.","https://t.co/Y33ZFl0iGQ","","","","","via","@CrainsChicago",NA,NA
"298","“Booth","was","the","natural","choice.","I","wanted","to","go","back","and","get","broad","foundational","skills,","Banks","Baker,","'05.","https://t.co/Qt58Z1tQtS",NA
"299","How","#ChicagoNVC","finalist,","@Swingbyte,","has","made","the","sport's","first","virtual","coach","https://t.co/kgZ9ERI4ch","","via","@ChicagoInno",NA,NA,NA,NA,NA
"300","Abigail","Sussman","explains","how","acting","too","responsibly","with","our","savings","can","cost","us.","https://t.co/2BPRZuOD8I","","via","@Marketplace",NA,NA,NA
"301","@Jfrostnyc's","advice","on","following","your","heart.","#BoothWomenConnect","https://t.co/ghplS8T0bR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"302","Prof","Chintagunta","explains","Flipkart,","Snapdeal","and","Indian","e-commerce","as","viewed","through","the","lens","of","#Twitter","https://t.co/B0bfJDccUk","#BoothMKTG",NA,NA,NA
"303","#ChicagoBooth","team","wins","the","Ross","School","of","Business","stock","pitch","competition","for","the","second","year","in","a","row","https://t.co/Bb8NICvRKm","via"
"304","How","is","#McDonald's","doing?","Ask","Twitter","https://t.co/vy2oDcuBeH","via","@BoothCapIdeas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"305","Does","corporate","culture","really","matter?","https://t.co/zgTRWbQUS3","via","@BoothCapIdeas","#BoothBigQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"306","Abigail","Sussman","explains","how","acting","too","responsibly","with","our","savings","can","cost","us.","https://t.co/2BPRZuOD8I","via","@Marketplace",NA,NA,NA,NA
"307","How","has","Banks","Baker,","'05,","made","a","career","of","leading","organizations","into","the","digital","future?","https://t.co/6Gtb1r4Ab8","https://t.co/bqYF5ZitIX",NA,NA,NA
"308","Alumni","share","insights","on","how","they","navigate","the","complex","business","of","funding","projects","in","multiple","energy","markets.","https://t.co/voPQ2e8e9m",NA,NA
"309","@trustefficiency","Thank","you.","Here's","a","full","conference","recap","https://t.co/ktLMJK1s7Y","on","#BoothWomenConnect",NA,NA,NA,NA,NA,NA,NA,NA,NA
"310","Fertility","is","linked","to","racism?","Not","so","fast","https://t.co/Rk2k6MJ58A","via","@BoothCapIdeas",NA,NA,NA,NA,NA,NA,NA,NA,NA
"311",".@R_Thaler","on","the","power","of","good","and","bad","nudges","https://t.co/Xxi9sOrDim","","via","@UpshotNYT",NA,NA,NA,NA,NA,NA,NA
"312","First","place","#SNVC","team,","BallotReady,","among","@Inc's","7","startups","that","could","bring","election","day","into","the","21st","century","https://t.co/De3zVnECjt",NA
"313","#ChicagoBooth","researchers","discuss","what","corporate","culture","is","and","whether","leaders","can","change","it","#BoothBigQ","https://t.co/zgTRWbzjtt",NA,NA,NA,NA,NA
"314","Prof","Chintagunta","explains","Flipkart,","Snapdeal","and","Indian","e-commerce","as","viewed","through","the","lens","of","#Twitter","https://t.co/B0bfJDccUk","#BoothMKTG",NA,NA,NA
"315",".","@satyanadella,","'97","talks","about","empathy","and","hard-won","hard","skills","with","dean","Sunil","Kumar.","https://t.co/vyPoM2UQ5f",NA,NA,NA,NA,NA
"316","What","economists","think","about","a","$15","minimum","wage","https://t.co/aB0sWFqENc","","via","@boothcapideas",NA,NA,NA,NA,NA,NA,NA,NA
"317","How","the","#ChicagoNVC","has","helped","turn","student","start-ups","into","thriving","companies","https://t.co/OXdVT6ng9s",NA,NA,NA,NA,NA,NA,NA,NA
"318","iz","Tilatti,","’13,","explains","why","mechanics","and","gas","station","owners","are","the","greatest","American","entrepreneurs","https://t.co/SueI32p6Ri","","via","@Forbes",NA
"319","Banks","should","examine","how","interest","rates","affect","rich","and","poor","consumer","behavior","says","@profsufi","via","@business","https://t.co/X4T62qTeXm",NA,NA,NA
"320","How","is","it","that","people","can","believe","something","that","they","know","is","not","true?","Jane","Risen","and","@davenuss79","on","#superstition"
"321","Chandra","Greer,","'90,","shares","her","love","for","sneakers","and","dresses,","Todd","Rundgren,","and","the","Nebraska","State","Capitol","Building","https://t.co/ETTsyt75AP",NA
"322","#BoothWomenConnect","unites","women","within","the","Chicago","Booth","network","to","hear","from","leaders","in","business","and","research.
https://t.co/rMNCfflePV",NA,NA,NA,NA
"323","#DidYouKnow","Pat","Basu,","'05,","was","named","@WhiteHouse","Fellow","in","2010","for","his","insights","and","contributions","in","healthcare?","https://t.co/VwPEunlmj2",NA,NA
"324","Nimesh","Patel,","'03,","on","overcoming","technology","challenges","and","the","Chicago","startup","community.","https://t.co/17sCiZ7UGg","","via","@BuiltInChicago",NA,NA,NA,NA
"325","Does","finance","benefit","society?","Professor","@zingales","weighs","in.","https://t.co/EfYk4iw1ln","","via","@boothcapideas",NA,NA,NA,NA,NA,NA,NA,NA
"326","Is","the","term","unlimited","vacation","actually","code","for","no","vacation?","@asymmetricinfo,","'01,","weighs","in.","https://t.co/pUbQOsEGNN","","","via","@BV",NA
"327","Assistant","professor","Abigail","Sussman","studies","healthy","finances","and","the","downside","of","being","a","super","saver.","https://t.co/fPRWgFFJQa","via","@MONEY",NA,NA
"328","Assoc.","dean","Kooser,","'81,","gives","advice","to","management","on","how","to","regain","trust","and","rebuild","reputation","after","a","mishap","https://t.co/Aj3fvRHS2D"
"329",".@Jfrostnyc","on","overcoming","barriers","as","an","entrepreneur","https://t.co/B5pfFFzAce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"330","Anatomy","of","a","scandal","–","How","the","Volkswagen","episode","unfolded","on","#Twitter","https://t.co/B0aAObpLFb","","","#BoothMKTG",NA,NA,NA,NA
"331","How","America","lost","track","of","Ben","Franklin’s","definition","of","success","https://t.co/9YrlALroFa","","via","@TheAtlantic",NA,NA,NA,NA,NA,NA
"332","How","#ChicagoNVC","finalist,","@Swingbyte,","has","made","the","sport's","first","virtual","coach","https://t.co/kgZ9ERI4ch","via","@ChicagoInno",NA,NA,NA,NA,NA,NA
"333","Kunal","Kapoor,","'04,","on","being","named","president","of","@MorningstarInc","https://t.co/d30N3kAK9x","","","via","@CrainsChicago",NA,NA,NA,NA,NA,NA
"334","Chandra","Greer,","'90,","shares","her","love","for","sneakers","and","dresses,","Todd","Rundgren,","and","the","Nebraska","State","Capitol","Building","https://t.co/ETTsyt75AP",NA
"335","Are","you","convinced?","Current","student,","@RyanBormet,","weighs","in","on","the","voice","of","selling","and","influencing.","https://t.co/iAhmvpH0Ot",NA,NA,NA,NA
"336","Liz","Tilatti,","’13,","explains","why","mechanics","and","gas","station","owners","are","the","greatest","American","entrepreneurs","https://t.co/SueI32p6Ri","via","@Forbes",NA,NA
"337","Assoc.","dean","Kooser,","'81,","gives","advice","to","management","on","how","to","regain","trust","and","rebuild","reputation","after","a","mishap","https://t.co/Aj3fvRHS2D"
"338",".@CedarCapital","bringing","private","equity,","venture","capital,","and","investing","to","the","masses.","https://t.co/Y33ZFl0iGQ","","","via","@CrainsChicago",NA,NA,NA,NA
"339","Does","finance","benefit","society?","Professor","@zingales","weighs","in.","https://t.co/EfYk4iw1ln","via","@boothcapideas",NA,NA,NA,NA,NA,NA,NA,NA,NA
